salonId,month,salonExistsInLedger,ledgerMonthExists,originalBeginningBalance,newBeginningBalance,beginningBalanceDelta,accrued,originalRedeemed,oldRedeemedAdded,newRedeemed,redeemedDelta,cumulativePriorOldRedeemedAppliedToBalance,eligibleForUpdate,reasonSkipped
US439,2026-03,YES,YES,13,-302,-315,0,0,0,0,0,315,YES,
US439,2026-04,YES,YES,13,-302,-315,0,0,0,0,0,315,YES,
US439,2026-05,YES,YES,13,-302,-315,0,0,0,0,0,315,YES,
US4394,2026-01,YES,YES,808,808,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US4394,2026-02,YES,YES,808,808,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US4394,2026-03,YES,YES,808,808,0,0,0,806,806,806,0,YES,
US4394,2026-04,YES,YES,808,2,-806,0,0,0,0,0,806,YES,
US4394,2026-05,YES,YES,808,2,-806,0,0,0,0,0,806,YES,
US4416,2026-01,YES,YES,1259,1259,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US4416,2026-02,YES,YES,1259,1259,0,0,0,1247,1247,1247,0,YES,
US4416,2026-03,YES,YES,1259,12,-1247,0,0,0,0,0,1247,YES,
US4416,2026-04,YES,YES,1259,12,-1247,0,0,0,0,0,1247,YES,
US4416,2026-05,YES,YES,1259,12,-1247,0,0,0,0,0,1247,YES,
US443,2026-02,YES,YES,121,121,0,16,0,112,112,112,0,YES,
US443,2026-03,YES,YES,137,25,-112,0,0,0,0,0,112,YES,
US443,2026-04,YES,YES,137,25,-112,0,0,0,0,0,112,YES,
US443,2026-05,YES,YES,137,25,-112,0,0,0,0,0,112,YES,
US4460,2026-01,YES,YES,44,44,0,24,0,0,0,0,0,NO,No old redemption or balance impact for this month
US4460,2026-02,YES,YES,24,24,0,15,0,42,42,42,0,YES,
US4460,2026-03,YES,YES,39,-3,-42,0,0,0,0,0,42,YES,
US4460,2026-04,YES,YES,83,41,-42,0,0,0,0,0,42,YES,
US4460,2026-05,YES,YES,83,41,-42,27,0,0,0,0,42,YES,
US450,2026-02,YES,YES,1,1,0,23,0,0,0,0,0,NO,No old redemption or balance impact for this month
US450,2026-03,YES,YES,23,23,0,26,0,80,80,80,0,YES,
US450,2026-04,YES,YES,49,-31,-80,0,0,0,0,0,80,YES,
US450,2026-05,YES,YES,50,-30,-80,206,0,0,0,0,80,YES,
US4527,2026-01,YES,YES,16,16,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US4527,2026-02,YES,YES,16,16,0,0,0,16,16,16,0,YES,
US4527,2026-03,YES,YES,16,0,-16,0,0,0,0,0,16,YES,
US4527,2026-04,YES,YES,16,0,-16,0,0,0,0,0,16,YES,
US4527,2026-05,YES,YES,16,0,-16,0,0,0,0,0,16,YES,
US4537,2026-01,YES,YES,14219,14219,0,1404,0,0,0,0,0,NO,No old redemption or balance impact for this month
US4537,2026-02,YES,YES,1404,1404,0,2396,0,1350,1350,1350,0,YES,
US4537,2026-03,YES,YES,14505,13155,-1350,2519,0,0,0,0,1350,YES,
US4537,2026-04,YES,YES,16669,15319,-1350,0,2164,0,2164,0,1350,YES,
US4537,2026-05,YES,YES,33119,31769,-1350,2197,1452,0,1452,0,1350,YES,
US4590,2026-01,YES,YES,4,4,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US4590,2026-02,YES,YES,4,4,0,0,0,90,90,90,0,YES,
US4590,2026-03,YES,YES,4,-86,-90,0,0,0,0,0,90,YES,
US4590,2026-04,YES,YES,4,-86,-90,0,0,0,0,0,90,YES,
US4590,2026-05,YES,YES,4,-86,-90,0,0,0,0,0,90,YES,
US4596,2026-01,YES,YES,59,59,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US4596,2026-02,YES,YES,38,38,0,21,0,0,0,0,0,NO,No old redemption or balance impact for this month
US4596,2026-03,YES,YES,59,59,0,0,0,36,36,36,0,YES,
US4596,2026-04,YES,YES,59,23,-36,0,0,0,0,0,36,YES,
US4596,2026-05,YES,YES,59,23,-36,0,0,0,0,0,36,YES,
US461,2026-02,YES,YES,799,799,0,112,0,0,0,0,0,NO,No old redemption or balance impact for this month
US461,2026-03,YES,YES,112,112,0,114,0,976,976,976,0,YES,
US461,2026-04,YES,YES,226,-750,-976,0,0,0,0,0,976,YES,
US461,2026-05,YES,YES,1025,49,-976,0,0,0,0,0,976,YES,
US4615,2026-01,YES,YES,191,191,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US4615,2026-02,YES,YES,191,191,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US4615,2026-03,YES,YES,191,191,0,0,0,186,186,186,0,YES,
US4615,2026-04,YES,YES,191,5,-186,0,0,0,0,0,186,YES,
US4615,2026-05,YES,YES,191,5,-186,0,0,0,0,0,186,YES,
US4652,2026-01,YES,YES,31,31,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US4652,2026-02,YES,YES,31,31,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US4652,2026-03,YES,YES,31,31,0,0,0,28,28,28,0,YES,
US4652,2026-04,YES,YES,31,3,-28,0,0,0,0,0,28,YES,
US4652,2026-05,YES,YES,31,3,-28,0,0,0,0,0,28,YES,
US4715,2026-01,YES,YES,89,89,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US4715,2026-02,YES,YES,0,0,0,0,0,88,88,88,0,YES,
US4715,2026-03,YES,YES,0,-88,-88,0,0,0,0,0,88,YES,
US4715,2026-04,YES,YES,89,1,-88,0,0,0,0,0,88,YES,
US4715,2026-05,YES,YES,89,1,-88,0,0,0,0,0,88,YES,
US4866,2026-01,YES,YES,50,50,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US4866,2026-03,YES,NO,0,0,0,0,0,49,49,49,0,YES,
US491,2026-02,YES,YES,316,316,0,22,0,320,320,320,0,YES,
US491,2026-03,YES,YES,22,-298,-320,20,0,0,0,0,320,YES,
US491,2026-04,YES,YES,42,-278,-320,0,0,0,0,0,320,YES,
US491,2026-05,YES,YES,358,38,-320,22,0,0,0,0,320,YES,
US4978,2026-01,YES,YES,89,89,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US4978,2026-03,YES,NO,0,0,0,0,0,87,87,87,0,YES,
US5014,2026-01,YES,YES,18,18,0,243,0,0,0,0,0,NO,No old redemption or balance impact for this month
US5014,2026-02,YES,NO,0,0,0,0,0,87,87,87,0,YES,
US505,2026-02,YES,YES,17,17,0,0,0,539,539,539,0,YES,
US505,2026-03,YES,YES,17,-522,-539,0,0,0,0,0,539,YES,
US505,2026-04,YES,YES,17,-522,-539,22,0,0,0,0,539,YES,
US505,2026-05,YES,YES,39,-500,-539,0,0,0,0,0,539,YES,
US5057,2026-01,YES,YES,151,151,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US5057,2026-02,YES,NO,0,0,0,0,0,427,427,427,0,YES,
US5150,2026-01,YES,YES,24,24,0,25,0,0,0,0,0,NO,No old redemption or balance impact for this month
US5150,2026-02,YES,NO,0,0,0,0,0,24,24,24,0,YES,
US5207,2026-01,YES,YES,275,275,0,25,0,0,0,0,0,NO,No old redemption or balance impact for this month
US5207,2026-02,YES,NO,0,0,0,0,0,272,272,272,0,YES,
US5216,2026-01,YES,YES,13165,13165,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US5216,2026-03,YES,NO,0,0,0,0,0,13163,13163,13163,0,YES,
US5298,2026-01,YES,YES,1547,1547,0,42,0,0,0,0,0,NO,No old redemption or balance impact for this month
US5298,2026-02,YES,NO,0,0,0,0,0,307,307,307,0,YES,
US5351,2026-01,YES,YES,3876,3876,0,295,0,0,0,0,0,NO,No old redemption or balance impact for this month
US5351,2026-03,YES,NO,0,0,0,0,0,3876,3876,3876,0,YES,
US5352,2026-01,YES,YES,2,2,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US5352,2026-03,YES,NO,0,0,0,0,0,2,2,2,0,YES,
US5415,2026-01,YES,YES,109,109,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US5415,2026-03,YES,NO,0,0,0,0,0,108,108,108,0,YES,
US5494,2026-01,YES,YES,642,642,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US5494,2026-02,YES,NO,0,0,0,0,0,402,402,402,0,YES,
US5494,2026-03,YES,NO,0,-402,-402,0,0,239,239,239,402,YES,
US552,2026-02,YES,YES,2089,2089,0,118,0,322,322,322,0,YES,
US552,2026-03,YES,YES,118,-204,-322,41,0,204,204,204,322,YES,
US552,2026-04,YES,YES,159,-367,-526,0,0,0,0,0,526,YES,
US552,2026-05,YES,YES,2248,1722,-526,0,0,0,0,0,526,YES,
US5531,2026-01,YES,YES,64,64,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US5531,2026-02,YES,NO,0,0,0,0,0,58,58,58,0,YES,
US5619,2026-01,YES,YES,4,4,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US5619,2026-02,YES,NO,0,0,0,0,0,490,490,490,0,YES,
US5789,2026-01,YES,YES,856,856,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US5789,2026-02,YES,NO,0,0,0,0,0,418,418,418,0,YES,
US5874,2026-01,YES,YES,268,268,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US5874,2026-02,YES,NO,0,0,0,0,0,268,268,268,0,YES,
US588,2026-02,YES,YES,758,758,0,274,0,226,226,226,0,YES,
US588,2026-03,YES,YES,274,48,-226,1325,0,384,384,384,226,YES,
US588,2026-04,YES,YES,1599,989,-610,966,0,0,0,0,610,YES,
US588,2026-05,YES,YES,3323,2713,-610,267,0,0,0,0,610,YES,
US594,2026-02,YES,YES,36,36,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US594,2026-03,YES,YES,0,0,0,36,0,144,144,144,0,YES,
US594,2026-04,YES,YES,36,-108,-144,24,0,0,0,0,144,YES,
US594,2026-05,YES,YES,60,-84,-144,16,0,0,0,0,144,YES,
US6016,2026-01,YES,YES,57,57,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US6016,2026-03,YES,NO,0,0,0,0,0,40,40,40,0,YES,
US603,2026-02,YES,YES,119,119,0,0,0,100,100,100,0,YES,
US603,2026-03,YES,YES,0,-100,-100,0,0,0,0,0,100,YES,
US603,2026-04,YES,YES,0,-100,-100,0,0,0,0,0,100,YES,
US603,2026-05,YES,YES,238,138,-100,0,233,0,233,0,100,YES,
US6116,2026-01,YES,YES,314,314,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US6116,2026-03,YES,NO,0,0,0,0,0,314,314,314,0,YES,
US618,2026-02,YES,YES,184,184,0,0,0,160,160,160,0,YES,
US618,2026-03,YES,YES,163,3,-160,21,0,0,0,0,160,YES,
US618,2026-04,YES,YES,184,24,-160,0,0,0,0,0,160,YES,
US618,2026-05,YES,YES,184,24,-160,0,0,0,0,0,160,YES,
US6201,2026-01,YES,YES,384,384,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US6201,2026-03,YES,NO,0,0,0,0,0,384,384,384,0,YES,
US626,2026-02,YES,YES,858,858,0,226,0,432,432,432,0,YES,
US626,2026-03,YES,YES,1084,652,-432,230,0,384,384,384,432,YES,
US626,2026-04,YES,YES,1314,498,-816,329,0,0,0,0,816,YES,
US626,2026-05,YES,YES,1643,827,-816,952,1326,0,1326,0,816,YES,
US628,2026-02,YES,YES,725,725,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US628,2026-03,YES,YES,725,725,0,0,0,724,724,724,0,YES,
US628,2026-04,YES,YES,725,1,-724,0,0,0,0,0,724,YES,
US628,2026-05,YES,YES,725,1,-724,0,0,0,0,0,724,YES,
US6283,2026-01,YES,YES,456,456,0,20,0,0,0,0,0,NO,No old redemption or balance impact for this month
US6283,2026-03,YES,NO,0,0,0,0,0,456,456,456,0,YES,
US630,2026-02,YES,YES,731,731,0,18,0,510,510,510,0,YES,
US630,2026-03,YES,YES,18,-492,-510,18,0,241,241,241,510,YES,
US630,2026-04,YES,YES,36,-715,-751,28,0,0,0,0,751,YES,
US630,2026-05,YES,YES,795,44,-751,0,0,0,0,0,751,YES,
US634,2026-02,YES,YES,5,5,0,0,0,102,102,102,0,YES,
US634,2026-03,YES,YES,5,-97,-102,0,0,0,0,0,102,YES,
US634,2026-04,YES,YES,5,-97,-102,0,0,0,0,0,102,YES,
US634,2026-05,YES,YES,5,-97,-102,31,0,0,0,0,102,YES,
US6412,2026-01,YES,YES,282,282,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US6412,2026-03,YES,NO,0,0,0,0,0,280,280,280,0,YES,
US6430,2026-01,YES,YES,138,138,0,35,0,0,0,0,0,NO,No old redemption or balance impact for this month
US6430,2026-02,YES,NO,0,0,0,0,0,138,138,138,0,YES,
US646,2026-02,YES,YES,424,424,0,981,0,1292,1292,1292,0,YES,
US646,2026-03,YES,YES,981,-311,-1292,1391,0,0,0,0,1292,YES,
US646,2026-04,YES,YES,2372,1080,-1292,0,367,0,367,0,1292,YES,
US646,2026-05,YES,YES,1521,229,-1292,944,234,0,234,0,1292,YES,
US646,2026-06,YES,YES,1621,329,-1292,0,754,0,754,0,1292,YES,
US6502,2026-01,YES,YES,234,234,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US6502,2026-03,YES,NO,0,0,0,0,0,234,234,234,0,YES,
US653,2026-02,YES,YES,259,259,0,1134,0,818,818,818,0,YES,
US653,2026-03,YES,YES,1135,317,-818,2227,359,0,359,0,818,YES,
US653,2026-04,YES,YES,3003,2185,-818,0,570,0,570,0,818,YES,
US653,2026-05,YES,YES,1882,1064,-818,385,171,0,171,0,818,YES,
US653,2026-06,YES,YES,2096,1278,-818,0,300,0,300,0,818,YES,
US654,2026-02,YES,YES,25,25,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US654,2026-03,YES,YES,0,0,0,25,0,171,171,171,0,YES,
US654,2026-04,YES,YES,25,-146,-171,0,0,0,0,0,171,YES,
US654,2026-05,YES,YES,25,-146,-171,17,0,0,0,0,171,YES,
US658,2026-02,YES,YES,1354,1354,0,23,0,0,0,0,0,NO,No old redemption or balance impact for this month
US658,2026-03,YES,YES,23,23,0,38,0,1523,1523,1523,0,YES,
US658,2026-04,YES,YES,61,-1462,-1523,0,0,0,0,0,1523,YES,
US658,2026-05,YES,YES,1415,-108,-1523,33,0,0,0,0,1523,YES,
US6660,2026-01,YES,YES,300,300,0,338,0,0,0,0,0,NO,No old redemption or balance impact for this month
US6660,2026-02,YES,NO,0,0,0,0,0,260,260,260,0,YES,
US6660,2026-03,YES,YES,750,490,-260,0,737,0,737,0,260,YES,
US6660,2026-05,YES,YES,2055,1795,-260,0,1371,0,1371,0,260,YES,
US6660,2026-06,YES,YES,684,424,-260,0,234,0,234,0,260,YES,
US667,2026-02,YES,YES,203,203,0,24,0,187,187,187,0,YES,
US667,2026-03,YES,YES,24,-163,-187,17,0,0,0,0,187,YES,
US667,2026-04,YES,YES,41,-146,-187,0,0,0,0,0,187,YES,
US667,2026-05,YES,YES,244,57,-187,0,0,0,0,0,187,YES,
US6689,2026-01,YES,YES,2916,2916,0,41,0,0,0,0,0,NO,No old redemption or balance impact for this month
US6689,2026-03,YES,NO,0,0,0,0,0,2914,2914,2914,0,YES,
US670,2026-02,YES,YES,5,5,0,92,0,0,0,0,0,NO,No old redemption or balance impact for this month
US670,2026-03,YES,YES,92,92,0,37,0,133,133,133,0,YES,
US670,2026-04,YES,YES,129,-4,-133,0,0,0,0,0,133,YES,
US670,2026-05,YES,YES,134,1,-133,95,0,0,0,0,133,YES,
US671,2026-02,YES,YES,80,80,0,256,0,569,569,569,0,YES,
US671,2026-03,YES,YES,118,-451,-569,293,0,0,0,0,569,YES,
US671,2026-04,YES,YES,336,-233,-569,335,218,0,218,0,569,YES,
US671,2026-05,YES,YES,746,177,-569,34,0,0,0,0,569,YES,
US674,2026-02,YES,YES,0,0,0,106,0,170,170,170,0,YES,
US674,2026-03,YES,YES,9,-161,-170,42,0,0,0,0,170,YES,
US674,2026-04,YES,YES,106,-64,-170,103,97,0,97,0,170,YES,
US674,2026-05,YES,YES,154,-16,-170,15,0,0,0,0,170,YES,
US6777,2026-01,YES,YES,5922,5922,0,233,0,0,0,0,0,NO,No old redemption or balance impact for this month
US6777,2026-02,YES,NO,0,0,0,0,0,78,78,78,0,YES,
US6777,2026-03,YES,NO,0,-78,-78,0,0,5842,5842,5842,78,YES,
US6778,2026-01,YES,YES,98,98,0,30,0,0,0,0,0,NO,No old redemption or balance impact for this month
US6778,2026-02,YES,NO,0,0,0,0,0,81,81,81,0,YES,
US6778,2026-03,YES,NO,0,-81,-81,0,0,14,14,14,81,YES,
US6779,2026-01,YES,YES,4433,4433,0,111,0,0,0,0,0,NO,No old redemption or balance impact for this month
US6779,2026-03,YES,NO,0,0,0,0,0,4431,4431,4431,0,YES,
US682,2026-02,YES,YES,330,330,0,239,0,638,638,638,0,YES,
US682,2026-03,YES,YES,239,-399,-638,233,0,0,0,0,638,YES,
US682,2026-04,YES,YES,472,-166,-638,112,0,0,0,0,638,YES,
US682,2026-05,YES,YES,914,276,-638,131,0,0,0,0,638,YES,
US6846,2026-01,YES,YES,575,575,0,28,0,0,0,0,0,NO,No old redemption or balance impact for this month
US6846,2026-02,YES,NO,0,0,0,0,0,575,575,575,0,YES,
US685,2026-02,YES,YES,19125,19125,0,232,0,845,845,845,0,YES,
US685,2026-03,YES,YES,19357,18512,-845,121,0,0,0,0,845,YES,
US685,2026-04,YES,YES,18771,17926,-845,225,0,0,0,0,845,YES,
US685,2026-05,YES,YES,19478,18633,-845,225,1187,0,1187,0,845,YES,
US685,2026-06,YES,YES,18741,17896,-845,0,430,0,430,0,845,YES,
US6894,2026-01,YES,YES,603,603,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US6894,2026-03,YES,NO,0,0,0,0,0,600,600,600,0,YES,
US692,2026-02,YES,YES,5,5,0,368,0,383,383,383,0,YES,
US692,2026-03,YES,YES,368,-15,-383,1091,283,0,283,0,383,YES,
US692,2026-04,YES,YES,1176,793,-383,371,220,0,220,0,383,YES,
US692,2026-05,YES,YES,880,497,-383,227,0,0,0,0,383,YES,
US693,2026-02,YES,YES,1854,1854,0,257,0,208,208,208,0,YES,
US693,2026-03,YES,YES,257,49,-208,132,0,423,423,423,208,YES,
US693,2026-04,YES,YES,389,-242,-631,0,0,0,0,0,631,YES,
US693,2026-05,YES,YES,2243,1612,-631,30,40,0,40,0,631,YES,
US7025,2026-01,YES,YES,93,93,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US7025,2026-02,YES,NO,0,0,0,0,0,129,129,129,0,YES,
US708,2026-02,YES,YES,67,67,0,16,0,0,0,0,0,NO,No old redemption or balance impact for this month
US708,2026-03,YES,YES,83,83,0,16,0,64,64,64,0,YES,
US708,2026-04,YES,YES,99,35,-64,40,0,0,0,0,64,YES,
US708,2026-05,YES,YES,139,75,-64,0,0,0,0,0,64,YES,
US7089,2026-01,YES,YES,236,236,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US7089,2026-02,YES,NO,0,0,0,0,0,235,235,235,0,YES,
US709,2026-02,YES,YES,78,78,0,16,0,165,165,165,0,YES,
US709,2026-03,YES,YES,16,-149,-165,0,0,0,0,0,165,YES,
US709,2026-04,YES,YES,16,-149,-165,0,0,0,0,0,165,YES,
US709,2026-05,YES,YES,94,-71,-165,0,0,0,0,0,165,YES,
US7140,2026-01,YES,YES,223,223,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US7140,2026-03,YES,NO,0,0,0,0,0,110,110,110,0,YES,
US7245,2026-01,YES,YES,131,131,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US7245,2026-03,YES,NO,0,0,0,0,0,129,129,129,0,YES,
US7264,2026-01,YES,YES,4475,4475,0,37,0,0,0,0,0,NO,No old redemption or balance impact for this month
US7264,2026-02,YES,NO,0,0,0,0,0,763,763,763,0,YES,
US7298,2026-01,YES,YES,59,59,0,93,0,0,0,0,0,NO,No old redemption or balance impact for this month
US7298,2026-02,YES,NO,0,0,0,0,0,49,49,49,0,YES,
US7346,2026-01,YES,YES,38,38,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US7346,2026-03,YES,NO,0,0,0,0,0,37,37,37,0,YES,
US7446,2026-01,YES,YES,77,77,0,29,0,0,0,0,0,NO,No old redemption or balance impact for this month
US7446,2026-02,YES,NO,0,0,0,0,0,75,75,75,0,YES,
US7491,2026-01,YES,YES,442,442,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US7491,2026-03,YES,NO,0,0,0,0,0,265,265,265,0,YES,
US7635,2026-01,YES,YES,825,825,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US7635,2026-02,YES,NO,0,0,0,0,0,825,825,825,0,YES,
US7847,2026-01,YES,YES,2825,2825,0,43,0,0,0,0,0,NO,No old redemption or balance impact for this month
US7847,2026-02,YES,NO,0,0,0,0,0,78,78,78,0,YES,
US8219,2026-01,YES,YES,662,662,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US8219,2026-03,YES,NO,0,0,0,0,0,447,447,447,0,YES,
US8237,2026-01,YES,YES,102,102,0,35,0,0,0,0,0,NO,No old redemption or balance impact for this month
US8237,2026-02,YES,NO,0,0,0,0,0,102,102,102,0,YES,
US8246,2026-01,YES,YES,73,73,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US8246,2026-03,YES,NO,0,0,0,0,0,71,71,71,0,YES,
US8434,2026-01,YES,YES,251,251,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US8434,2026-03,YES,NO,0,0,0,0,0,248,248,248,0,YES,
US8620,2026-01,YES,YES,88,88,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US8620,2026-02,YES,NO,0,0,0,0,0,85,85,85,0,YES,
US8761,2026-01,YES,YES,508,508,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US8761,2026-02,YES,NO,0,0,0,0,0,505,505,505,0,YES,
US8786,2026-01,YES,YES,141,141,0,19,0,0,0,0,0,NO,No old redemption or balance impact for this month
US8786,2026-02,YES,NO,0,0,0,0,0,139,139,139,0,YES,
US8854,2026-01,YES,YES,519,519,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US8854,2026-02,YES,NO,0,0,0,0,0,502,502,502,0,YES,
US8931,2026-01,YES,YES,87,87,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US8931,2026-02,YES,NO,0,0,0,0,0,86,86,86,0,YES,
US8932,2026-01,YES,YES,675,675,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US8932,2026-03,YES,NO,0,0,0,0,0,675,675,675,0,YES,
US8945,2026-01,YES,YES,71,71,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US8945,2026-02,YES,NO,0,0,0,0,0,71,71,71,0,YES,
US9032,2026-01,YES,YES,429,429,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US9032,2026-02,YES,NO,0,0,0,0,0,429,429,429,0,YES,
US9046,2026-01,YES,YES,596,596,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US9046,2026-03,YES,NO,0,0,0,0,0,594,594,594,0,YES,
US9161,2026-01,YES,YES,108,108,0,28,0,0,0,0,0,NO,No old redemption or balance impact for this month
US9161,2026-02,YES,NO,0,0,0,0,0,106,106,106,0,YES,
US919,2026-01,YES,YES,206,206,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US919,2026-02,YES,YES,206,206,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US919,2026-03,YES,NO,0,0,0,0,0,206,206,206,0,YES,
US9220,2026-01,YES,YES,1879,1879,0,270,0,0,0,0,0,NO,No old redemption or balance impact for this month
US9220,2026-03,YES,NO,0,0,0,0,0,1879,1879,1879,0,YES,
US9346,2026-01,YES,YES,14,14,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US9346,2026-03,YES,NO,0,0,0,0,0,14,14,14,0,YES,
US9446,2026-01,YES,YES,73,73,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US9446,2026-03,YES,NO,0,0,0,0,0,71,71,71,0,YES,
US9477,2026-01,YES,YES,40,40,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US9477,2026-02,YES,NO,0,0,0,0,0,34,34,34,0,YES,
US9701,2026-01,YES,YES,167,167,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US9701,2026-02,YES,NO,0,0,0,0,0,167,167,167,0,YES,
US9787,2026-01,YES,YES,95,95,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US9787,2026-02,YES,NO,0,0,0,0,0,95,95,95,0,YES,
US9797,2026-01,YES,YES,31,31,0,22,0,0,0,0,0,NO,No old redemption or balance impact for this month
US9797,2026-02,YES,NO,0,0,0,0,0,28,28,28,0,YES,
US9840,2026-01,YES,YES,26,26,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US9840,2026-02,YES,NO,0,0,0,0,0,26,26,26,0,YES,
US9848,2026-01,YES,YES,23,23,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US9848,2026-03,YES,NO,0,0,0,0,0,23,23,23,0,YES,
US9949,2026-03,YES,NO,0,0,0,0,0,666,666,666,0,YES,
US9952,2026-01,YES,YES,1268,1268,0,941,0,0,0,0,0,NO,No old redemption or balance impact for this month
US9952,2026-02,YES,NO,0,0,0,0,0,1257,1257,1257,0,YES,
US998,2026-01,YES,YES,5,5,0,0,0,0,0,0,0,NO,No old redemption or balance impact for this month
US998,2026-02,YES,YES,5,5,0,0,0,64,64,64,0,YES,
US9998,2026-02,YES,NO,0,0,0,0,0,30,30,30,0,YES,
